,reply_settings,text,idleft,source,created_at,edit_history_tweet_ids,conversation_id,lang,author_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,in_reply_to_user_id,geo.place_id,geo.coordinates.type,geo.coordinates.coordinates,type,idright
0,everyone,"RT @camarotedacpi: ⚠️ UMA CRIANÇA POR DIA

Uma criança entre 5 meses e 5 anos morreu de Covid-19, por dia, entre janeiro e outubro de 2022.…",1603083198543679493,Twitter for Android,2022-12-14T17:43:13.000Z,['1603083198543679493'],1603083198543679493,pt,1016722302812213248,37,0,0,0,,,,,retweeted,1603032323703951361
1,everyone,"Um bom lugar pra cometer atentado, seria nesses hospitais públicos. Não devemos esquecer que cabeças de jornalistas, médicos, enfermeiras psicopatas do covid tem que rodar. Vai condicionar um tratamento a uma vacina na puta que pariu.",1603083161411457025,Twitter Web App,2022-12-14T17:43:04.000Z,['1603083161411457025'],1603083161411457025,pt,1518484275762544640,0,0,0,0,,,,,,
2,everyone,"@antoniotelles10 @mqueiroga2 Como morreria com ela, vacina em 1 ano não existe amiguinho, no mínimo somos os ratos de um experimento humano as famosas cobaias. 
Se é q vc sabe o q é isso né ... massa manipulada.",1603083103873941505,Twitter for Android,2022-12-14T17:42:50.000Z,['1603083103873941505'],1602670713181282306,pt,1587173757252157443,0,0,0,0,3356799879,,,,replied_to,1602745024336240641
3,everyone,"@mcvmori @edisantospoa @GeneralMourao O equilíbrio entre os 3 poderes se faz necessário.

Quando um golpista tentou roubar de vacina e ganhar eleição no tapete, o poder Judiciário precisou agir pra manter as regras dentro da legalidade.",1603083097645481985,Twitter for Android,2022-12-14T17:42:48.000Z,['1603083097645481985'],1603066232655200257,pt,56130816,0,0,0,0,1589700223785476099,,,,replied_to,1603080688076574720
4,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",1603083073306128384,Twitter for Android,2022-12-14T17:42:43.000Z,['1603083073306128384'],1603083073306128384,pt,35810163,14,0,0,0,,,,,retweeted,1603080879542239234
5,everyone,"RT @marciatiburi: Os terroristas em Brasília criaram a mentira do “infiltrado”,pois mentir é essencial para o avanço de seus empreendimento…",1603083058714152960,Twitter for Android,2022-12-14T17:42:39.000Z,['1603083058714152960'],1603083058714152960,pt,733601870,397,0,0,0,,,,,retweeted,1602954179890257923
6,everyone,Já começando a sentir que a 4 dose da vacina vai me destruir,1603082976212185088,Twitter for iPhone,2022-12-14T17:42:20.000Z,['1603082976212185088'],1603082976212185088,pt,1563635187333963784,0,0,0,0,,,,,,
7,everyone,Campanha de vacinação contra febre aftosa termina neste sábado (17) no Maranhão https://t.co/CpMxIB3p7s,1603082917487542273,Jetpack.com,2022-12-14T17:42:06.000Z,['1603082917487542273'],1603082917487542273,pt,1136826022056333325,0,0,0,0,,,,,,
8,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082905278111745,Twitter for iPhone,2022-12-14T17:42:03.000Z,['1603082905278111745'],1603082905278111745,pt,1185353944777797633,1348,0,0,0,,,,,retweeted,1602720475389517824
9,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082895572213761,Twitter for Android,2022-12-14T17:42:00.000Z,['1603082895572213761'],1603082895572213761,pt,1382439059180691456,1348,0,0,0,,,,,retweeted,1602720475389517824
10,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082889431769090,Twitter for Android,2022-12-14T17:41:59.000Z,['1603082889431769090'],1603082889431769090,pt,16613136,1348,0,0,0,,,,,retweeted,1602720475389517824
11,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082882334998531,Twitter for Android,2022-12-14T17:41:57.000Z,['1603082882334998531'],1603082882334998531,pt,318008821,1348,0,0,0,,,,,retweeted,1602720475389517824
12,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",1603082863976620038,Twitter Web App,2022-12-14T17:41:53.000Z,['1603082863976620038'],1603082863976620038,pt,37820714,14,0,0,0,,,,,retweeted,1603080879542239234
13,everyone,"RT @contagemcorona1: ⚠️SEGUE O ABSURDO 

Alagoinhas (Bahia) enfrenta falta de doses da Coronavac, comprometendo a imunização contra a #COVI…",1603082854526746624,Twitter for Android,2022-12-14T17:41:51.000Z,['1603082854526746624'],1603082854526746624,pt,282778018,4,0,0,0,,,,,retweeted,1603064732784762884
14,everyone,"Depender de setor público, ta fudido. É vacina ou está fudido. Veio pra ficar mesmo. Como que pode hein ? Caralho. Puta que pariu. É a USP ai excluindo alunos não vacinados ou não boosteados. É brincadeira cara. E agora com Lula. Meu amigo, vai piorar.",1603082834570272769,Twitter Web App,2022-12-14T17:41:46.000Z,['1603082834570272769'],1603082834570272769,pt,1518484275762544640,0,0,0,0,,,,,,
15,everyone,"@dan_nc Ele não teve empatia, com os doentes e com os familiares, isso é verdade. Mas nunca ouvi dizer que isso transmitisse o vírus. Ele não deixou faltar nada, o dinheiro ia para os Estados e os desvios ocorriam lá na ponta. Que vacina tinha em 2020? Como salvar essas pessoas?",1603082822838796288,Twitter for Android,2022-12-14T17:41:43.000Z,['1603082822838796288'],1603023255249485824,pt,1264597802853847041,0,0,0,0,1221858299844362240,,,,replied_to,1603080987042537472
16,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082817054834694,Twitter for Android,2022-12-14T17:41:42.000Z,['1603082817054834694'],1603082817054834694,pt,2421408770,2618,0,0,0,,,,,retweeted,1602993462537854978
17,everyone,"Este é o Boneco que foi alertado por dois anos seguidos sobre os perigos da vacina, a inutilidade da máscara e as virtudes da Ivermectina. Mas ele ainda enterra a cabeça na areia. Pensando que se ele continuar contando a grande mentira de alguma forma, isso se tornará verdade. https://t.co/vfTMdrG1Nu",1603082793709457410,Twitter Web App,2022-12-14T17:41:36.000Z,['1603082793709457410'],1603082793709457410,pt,1497028404138450945,0,0,0,0,,,,,quoted,1602913073341177856
18,everyone,Tava na fila da vacina e tinha duas crianças brigando sobre a mãe de quem ia tomar injeção. Deu 2min elas tavam pulando e brincando juntas ksjsksksk,1603082783605329920,Twitter for iPhone,2022-12-14T17:41:34.000Z,['1603082783605329920'],1603082783605329920,pt,3025801509,0,0,0,0,,,,,,
19,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082754224435200,Twitter for Android,2022-12-14T17:41:27.000Z,['1603082754224435200'],1603082754224435200,pt,1077025009384767488,2618,0,0,0,,,,,retweeted,1602993462537854978
20,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082748104671232,Twitter for Android,2022-12-14T17:41:25.000Z,['1603082748104671232'],1603082748104671232,pt,1577456213817757696,2618,0,0,0,,,,,retweeted,1602993462537854978
21,everyone,Tá tendo vacinação em casa do sus 🫶🏻 tomei a minha da gripe,1603082745739108353,Twitter for iPhone,2022-12-14T17:41:25.000Z,['1603082745739108353'],1603082745739108353,pt,394952058,0,0,0,0,,,,,,
22,everyone,"@River_boy01 Então! alerte homens e meninos perto de voce e especialmente: não tome a vacina da variola de jeito nenhum porque ela é a pá de cal das demais
https://t.co/ctYFM28g3S",1603082730136379393,Twitter Web App,2022-12-14T17:41:21.000Z,['1603082730136379393'],1603044667343491073,pt,1000457428075466754,0,0,0,0,2421933175,,,,replied_to,1603049517284204547
23,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",1603082712080056320,Twitter for Android,2022-12-14T17:41:17.000Z,['1603082712080056320'],1603082712080056320,pt,715011185502982144,14,0,0,0,,,,,retweeted,1603080879542239234
24,everyone,"RT @zeininha1: Ainnn gente... To bem não... Não durmo, como ou trabalho direito desde 30/10. Domingo teria sido o aniversário de 46 anos do…",1603082678835740674,Twitter for Android,2022-12-14T17:41:09.000Z,['1603082678835740674'],1603082678835740674,pt,1569293814958899201,78,0,0,0,,,,,retweeted,1602724117664391169
25,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082642471223296,Twitter for iPhone,2022-12-14T17:41:00.000Z,['1603082642471223296'],1603082642471223296,pt,2821645071,2618,0,0,0,,,,,retweeted,1602993462537854978
26,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082632337952768,Twitter for iPhone,2022-12-14T17:40:58.000Z,['1603082632337952768'],1603082632337952768,pt,1587671481366024192,2618,0,0,0,,,,,retweeted,1602993462537854978
27,everyone,"RT @camarotedacpi: ⚠️ UMA CRIANÇA POR DIA

Uma criança entre 5 meses e 5 anos morreu de Covid-19, por dia, entre janeiro e outubro de 2022.…",1603082611810865153,Twitter Web App,2022-12-14T17:40:53.000Z,['1603082611810865153'],1603082611810865153,pt,1264336255480999936,37,0,0,0,,,,,retweeted,1603032323703951361
28,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082595939540995,Twitter Web App,2022-12-14T17:40:49.000Z,['1603082595939540995'],1603082595939540995,pt,1224021529219956747,2618,0,0,0,,,,,retweeted,1602993462537854978
29,everyone,"RT @GuilhermeBoulos: O deputado bolsonarista Luiz Lima (PL) acabou de dizer no Plenário da Câmara que ""o MTST infiltrou gente para queimar…",1603082589497364480,Twitter for Android,2022-12-14T17:40:47.000Z,['1603082589497364480'],1603082589497364480,pt,1319643451361796097,1992,0,0,0,,,,,retweeted,1602788250367758337
30,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082580793909249,Twitter for Android,2022-12-14T17:40:45.000Z,['1603082580793909249'],1603082580793909249,pt,1490074750546325509,1348,0,0,0,,,,,retweeted,1602720475389517824
31,everyone,"Fui tomar vacina pra covid, tomei logo mais outras 3, sei nem pra que eu vacinei, mas vacinei",1603082576817799176,Twitter for Android,2022-12-14T17:40:44.000Z,['1603082576817799176'],1603082576817799176,pt,1102723903099752448,0,0,0,0,,,,,,
32,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082551031103488,Twitter for Android,2022-12-14T17:40:38.000Z,['1603082551031103488'],1603082551031103488,pt,1321431208606257154,2618,0,0,0,,,,,retweeted,1602993462537854978
33,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082540469854209,Twitter for Android,2022-12-14T17:40:36.000Z,['1603082540469854209'],1603082540469854209,pt,1052398253784805376,1348,0,0,0,,,,,retweeted,1602720475389517824
34,everyone,"RT @BeroberoCorreia: Na minha infância, era comum ver crianças aleijadas vítimas da poliomielite. É revoltante ver tantos negacionistas #DU…",1603082534119968769,Twitter for Android,2022-12-14T17:40:34.000Z,['1603082534119968769'],1603082534119968769,pt,893105869612777472,13,0,0,0,,,,,retweeted,1602992139863982080
35,everyone,RT @fakenewsmata: 💉 A baixa procura pela vacinação de crianças entre 6 meses e 5 anos estão ocasionando elevação de hospitalizações e morte…,1603082519229992962,Twitter Web App,2022-12-14T17:40:31.000Z,['1603082519229992962'],1603082519229992962,pt,1264336255480999936,3,0,0,0,,,,,retweeted,1603033838040621058
36,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082494382948353,Twitter for Android,2022-12-14T17:40:25.000Z,['1603082494382948353'],1603082494382948353,pt,37063582,2618,0,0,0,,,,,retweeted,1602993462537854978
37,everyone,"RT @GuilhermeBoulos: O deputado bolsonarista Luiz Lima (PL) acabou de dizer no Plenário da Câmara que ""o MTST infiltrou gente para queimar…",1603082471976886274,Twitter for Android,2022-12-14T17:40:19.000Z,['1603082471976886274'],1603082471976886274,pt,1050014507026780160,1992,0,0,0,,,,,retweeted,1602788250367758337
38,everyone,"@CeticoFabio @rodd__serling @BenitoSalomao Exatamente. A vacina não funciona para a Ômicron e tem muitos efeitos adversos graves já conhecidos. Todos conhecemos pessoas com 3 ou 4 doses que estão se contaminando e NÃO, não é por causa da vacina que os casos estão brandos. Não vacinados estão tendo casos leves também.",1603082414133313536,Twitter for Android,2022-12-14T17:40:06.000Z,['1603082414133313536'],1602702691154755590,pt,236628795,0,0,0,0,1110874149201891330,,,,replied_to,1603080850316435459
39,everyone,"Não está sendo divulgado,mas o estado sanitário nazivacinista ainda está em vigor.Em pleno fim de 2022, escutando uma live de análise política aqui, uma informação de uma mulher que está sendo impedida de fazer tratamento porque tem que ter a vacina. Realmente isso vai pra ficar.",1603082409251053568,Twitter Web App,2022-12-14T17:40:04.000Z,['1603082409251053568'],1603082409251053568,pt,1518484275762544640,0,0,0,0,,,,,,
40,everyone,Governador da Flórida convoca um grande júri pra investigar irregularidades na vacina para COVID. https://t.co/OrG6QODluD,1603082403714572289,Twitter for iPhone,2022-12-14T17:40:03.000Z,['1603082403714572289'],1603082403714572289,pt,4256434096,0,0,0,0,,,,,quoted,1603012799139287041
41,everyone,RT @mpatriabrasil: Mais uma criança de 7 anos encontrada morta dentro d casa. Já são dezenas d casos assim. A polícia investiga se houve en…,1603082398698295303,Twitter for Android,2022-12-14T17:40:02.000Z,['1603082398698295303'],1603082398698295303,pt,1584243261773938689,249,0,0,0,,,,,retweeted,1603016608087154688
42,everyone,"RT @GuilhermeBoulos: O deputado bolsonarista Luiz Lima (PL) acabou de dizer no Plenário da Câmara que ""o MTST infiltrou gente para queimar…",1603082368881152000,Twitter for iPhone,2022-12-14T17:39:55.000Z,['1603082368881152000'],1603082368881152000,pt,1432868755017764864,1992,0,0,0,,,,,retweeted,1602788250367758337
43,everyone,"Quando a mídia vai falar que Marrocos tá sendo favorecido??
Ah não vai né?
Do mesmo jeito q silenciam coisas sobre eleição, urna, vacina e covid. 
Calam sobre coisas ÓBVIAS  #CopaDoMundoFIFA",1603082360832016386,Twitter Web App,2022-12-14T17:39:53.000Z,['1603082360832016386'],1603082360832016386,pt,1283794810067976192,0,0,0,0,,,,,,
44,everyone,"RT @GuilhermeBoulos: O deputado bolsonarista Luiz Lima (PL) acabou de dizer no Plenário da Câmara que ""o MTST infiltrou gente para queimar…",1603082344067391489,Twitter for iPhone,2022-12-14T17:39:49.000Z,['1603082344067391489'],1603082344067391489,pt,21303009,1992,0,0,0,,,,,retweeted,1602788250367758337
45,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082342050009090,Twitter for iPhone,2022-12-14T17:39:48.000Z,['1603082342050009090'],1603082342050009090,pt,1243356936776699905,2618,0,0,0,,,,,retweeted,1602993462537854978
46,everyone,Tomei a quarta dose da vacina e tô toda coisada aq na academia,1603082340909064200,Twitter for iPhone,2022-12-14T17:39:48.000Z,['1603082340909064200'],1603082340909064200,pt,925070795692494849,0,0,0,0,,,,,,
47,everyone,"@lucinhalevita Covid...
Uso de máscara ...
Compra de vacina...
Vacinação...
Milhares de pessoas mortas...!!!
NÃO LHE DIZ NADA...
NÃO LHE DIZ RESPEITO...???!!!
a boa obra...",1603082319073607685,Twitter for Android,2022-12-14T17:39:43.000Z,['1603082319073607685'],1602832857021513728,pt,1505960601117417472,0,0,0,0,939440994,,,,replied_to,1602832857021513728
48,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082301663068160,Twitter Web App,2022-12-14T17:39:39.000Z,['1603082301663068160'],1603082301663068160,pt,1383935931917373441,2618,0,0,0,,,,,retweeted,1602993462537854978
49,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082280490115072,Twitter for Android,2022-12-14T17:39:34.000Z,['1603082280490115072'],1603082280490115072,pt,1578141537015398400,2618,0,0,0,,,,,retweeted,1602993462537854978
50,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082278955110400,Twitter for Android,2022-12-14T17:39:33.000Z,['1603082278955110400'],1603082278955110400,pt,1489365736296431622,1348,0,0,0,,,,,retweeted,1602720475389517824
51,everyone,"RT @GuilhermeBoulos: O deputado bolsonarista Luiz Lima (PL) acabou de dizer no Plenário da Câmara que ""o MTST infiltrou gente para queimar…",1603082257094381571,Twitter Web App,2022-12-14T17:39:28.000Z,['1603082257094381571'],1603082257094381571,pt,1279128915118903296,1992,0,0,0,,,,,retweeted,1602788250367758337
52,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",1603082247497814017,Twitter for Android,2022-12-14T17:39:26.000Z,['1603082247497814017'],1603082247497814017,pt,1008840241292161025,14,0,0,0,,,,,retweeted,1603080879542239234
53,everyone,"nunca tomem vacina do covid e de gripe no mesmo dia, gente do céu",1603082244146737153,Twitter Web App,2022-12-14T17:39:25.000Z,['1603082244146737153'],1603082244146737153,pt,318858875,0,0,0,0,,,,,,
54,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082231219625984,Twitter Web App,2022-12-14T17:39:22.000Z,['1603082231219625984'],1603082231219625984,pt,1011157320,1348,0,0,0,,,,,retweeted,1602720475389517824
55,everyone,sou contra a vacina não ser em gotinhas 😔😔,1603082218452258817,Twitter for iPhone,2022-12-14T17:39:19.000Z,['1603082218452258817'],1603016009773989888,pt,1253233430428606465,0,0,0,0,1253233430428606465,,,,replied_to,1603016009773989888
56,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082207970705409,Twitter for iPhone,2022-12-14T17:39:16.000Z,['1603082207970705409'],1603082207970705409,pt,1063605663903797248,2618,0,0,0,,,,,retweeted,1602993462537854978
57,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082177650085889,Twitter for Android,2022-12-14T17:39:09.000Z,['1603082177650085889'],1603082177650085889,pt,1112186306426257408,1348,0,0,0,,,,,retweeted,1602720475389517824
58,everyone,"@murilocarneiro @claudioedantas O animal de rabo, a vacina não tinha sido aprovada pela Anvisa, você tomaria sem garantia ? Vai ler imbecil",1603082177335496707,Twitter for iPhone,2022-12-14T17:39:09.000Z,['1603082177335496707'],1603038235529469954,pt,2364098542,0,0,0,0,65698433,,,,replied_to,1603064934669160452
59,everyone,Ron DeSantis convoca um grande júri para investigar irregularidades na vacina COVID-19. https://t.co/Q8WUE55dY0,1603082164467294218,Twitter for Android,2022-12-14T17:39:06.000Z,['1603082164467294218'],1603082164467294218,pt,1249483401586855936,0,0,0,0,,,,,quoted,1603012799139287041
60,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082144951472128,Twitter Web App,2022-12-14T17:39:01.000Z,['1603082144951472128'],1603082144951472128,pt,1429092513630064641,2618,0,0,0,,,,,retweeted,1602993462537854978
61,everyone,"@Ronaldfenomeno8 @murilocarneiro @claudioedantas Eu na caverna. Diminuiu. O contágio? Mortes? Transmissão? Tem que decidir e responder. Porque perdi 2 Tios vacinados um com 2 doses (Coron@vac) outro 2 doses (Coron@vac)+01 Astr@zenica. Quero resposta. A então pra eles a vacina serviu. Aquela máxima? ""pelo menos morreu vacinado""",1603082104253841408,Twitter for Android,2022-12-14T17:38:52.000Z,['1603082104253841408'],1603038235529469954,pt,1047237778994544641,0,0,0,0,3064637170,,,,replied_to,1603079990450454533
62,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082101624111109,Twitter for Android,2022-12-14T17:38:51.000Z,['1603082101624111109'],1603082101624111109,pt,1443628670913073153,2618,0,0,0,,,,,retweeted,1602993462537854978
63,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",1603082097463369730,Twitter for iPhone,2022-12-14T17:38:50.000Z,['1603082097463369730'],1603082097463369730,pt,1376162229196820480,14,0,0,0,,,,,retweeted,1603080879542239234
64,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082093407666177,Twitter for Android,2022-12-14T17:38:49.000Z,['1603082093407666177'],1603082093407666177,pt,2351760036,1348,0,0,0,,,,,retweeted,1602720475389517824
65,everyone,Semusa amplia público de vacina infantil contra a Covid-19 https://t.co/feyzgCas8V,1603082057374130181,Jetpack.com,2022-12-14T17:38:40.000Z,['1603082057374130181'],1603082057374130181,es,78483718,0,0,0,0,,,,,,
66,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082054266105857,Twitter Web App,2022-12-14T17:38:40.000Z,['1603082054266105857'],1603082054266105857,pt,1584129981365485568,2618,0,0,0,,,,,retweeted,1602993462537854978
67,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603082045827256321,Twitter for iPhone,2022-12-14T17:38:38.000Z,['1603082045827256321'],1603082045827256321,pt,1585864515748610048,2618,0,0,0,,,,,retweeted,1602993462537854978
68,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603082013002665986,Twitter for Android,2022-12-14T17:38:30.000Z,['1603082013002665986'],1603082013002665986,pt,1699679401,1348,0,0,0,,,,,retweeted,1602720475389517824
69,mentionedUsers,"RT @KarlaMYG: /9 Em sua seção “Vacinas amplamente desmascaradas”, o Facebook afirma q “a imunidade natural é + segura d q a imunidade adqui…",1603081980412846082,Twitter for Android,2022-12-14T17:38:22.000Z,['1603081980412846082'],1603081980412846082,pt,1588740172614713346,9,0,0,0,,,,,retweeted,1602990641671200771
70,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",1603081949156876288,Twitter for iPhone,2022-12-14T17:38:15.000Z,['1603081949156876288'],1603081949156876288,pt,309313101,14,0,0,0,,,,,retweeted,1603080879542239234
71,everyone,"RT @GuilhermeBoulos: O deputado bolsonarista Luiz Lima (PL) acabou de dizer no Plenário da Câmara que ""o MTST infiltrou gente para queimar…",1603081932925030403,Twitter for Android,2022-12-14T17:38:11.000Z,['1603081932925030403'],1603081932925030403,pt,1041698803533795328,1992,0,0,0,,,,,retweeted,1602788250367758337
72,everyone,"RT @DrBrunoGino: Segundo a Fiocruz, este ano o Brasil vem registrando UMA MORTE POR DIA de crianças até 5 anos de idade por consequência da…",1603081931402403840,Twitter Web App,2022-12-14T17:38:10.000Z,['1603081931402403840'],1603081931402403840,pt,70080767,35,0,0,0,,,,,retweeted,1603063414112550915
73,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603081923206991872,Twitter Web App,2022-12-14T17:38:08.000Z,['1603081923206991872'],1603081923206991872,pt,3241816876,2618,0,0,0,,,,,retweeted,1602993462537854978
74,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",1603081911068393472,Twitter for iPhone,2022-12-14T17:38:06.000Z,['1603081911068393472'],1603081911068393472,pt,62377401,14,0,0,0,,,,,retweeted,1603080879542239234
75,everyone,"levei rael p tomar vacina c o coração apertado, tadinho do meu neném!🥲",1603081858056704008,Twitter for iPhone,2022-12-14T17:37:53.000Z,['1603081858056704008'],1603081858056704008,pt,1535128224937783296,0,0,0,0,,,,,,
76,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603081827090137088,Twitter for Android,2022-12-14T17:37:46.000Z,['1603081827090137088'],1603081827090137088,pt,736079024137478145,1348,0,0,0,,,,,retweeted,1602720475389517824
77,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",1603081819552989187,Twitter for Android,2022-12-14T17:37:44.000Z,['1603081819552989187'],1603081819552989187,pt,1256585534736076801,1348,0,0,0,,,,,retweeted,1602720475389517824
78,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",1603081782337077248,Twitter Web App,2022-12-14T17:37:35.000Z,['1603081782337077248'],1603081782337077248,pt,1570125976503287810,14,0,0,0,,,,,retweeted,1603080879542239234
79,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603081782118825990,Twitter Web App,2022-12-14T17:37:35.000Z,['1603081782118825990'],1603081782118825990,pt,1628535037,2618,0,0,0,,,,,retweeted,1602993462537854978
80,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603081744848412672,Twitter for Android,2022-12-14T17:37:26.000Z,['1603081744848412672'],1603081744848412672,pt,22794969,2618,0,0,0,,,,,retweeted,1602993462537854978
81,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",1603081740368715776,Twitter for Android,2022-12-14T17:37:25.000Z,['1603081740368715776'],1603081740368715776,pt,424649593,14,0,0,0,,,,,retweeted,1603080879542239234
82,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603081738611310593,Twitter for Android,2022-12-14T17:37:24.000Z,['1603081738611310593'],1603081738611310593,pt,1553036490938146816,2618,0,0,0,,,,,retweeted,1602993462537854978
83,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",1603081716507328513,Twitter for iPhone,2022-12-14T17:37:19.000Z,['1603081716507328513'],1603081716507328513,pt,44754608,2618,0,0,0,,,,,retweeted,1602993462537854978
84,everyone,"RT @bin_vera: 1)A mídia apresenta uma explicação muito bizarra para todos esses acidentes de carro https://t.co/ix2dW0lccV 
As pessoas que…",1603081673112961033,Twitter for Android,2022-12-14T17:37:09.000Z,['1603081673112961033'],1603081673112961033,pt,1453766311239163909,2,0,0,0,,,,,retweeted,1603081317662556161
