,idleft,lang,reply_settings,text,source,edit_history_tweet_ids,author_id,conversation_id,created_at,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,in_reply_to_user_id,geo.place_id,withheld.copyright,withheld.country_codes,withheld.scope,geo.coordinates.type,geo.coordinates.coordinates,type,idright
1064,1603159214574239744,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter Web App,['1603159214574239744'],1602662175469977600,1603159214574239744,2022-12-14T22:45:16.000Z,1934,0,0,0,,,,,,,,retweeted,1602720475389517824
1065,1603159207863357444,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603159207863357444'],1589625200936734720,1603159207863357444,2022-12-14T22:45:15.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1066,1603159187046932483,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter Web App,['1603159187046932483'],1589613815162978306,1603159187046932483,2022-12-14T22:45:10.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1067,1603159171389685760,pt,everyone,"RT @carlaayres: Por favor, não deixe de vacinar suas crianças. A vacinação é um ato de amor ❤️",Twitter for Android,['1603159171389685760'],1129547114,1603159171389685760,2022-12-14T22:45:06.000Z,15,0,0,0,,,,,,,,retweeted,1603033817220059138
1068,1603159165161054208,pt,everyone,Vacinação contra Covid-19 segue nesta quinta-feira (15) https://t.co/vvr0KUuLKp,Polílica Livre,['1603159165161054208'],39566949,1603159165161054208,2022-12-14T22:45:04.000Z,0,0,0,0,,,,,,,,,
1069,1603159156818694146,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter Web App,['1603159156818694146'],1592902528877924354,1603159156818694146,2022-12-14T22:45:02.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1070,1603159111763431425,pt,everyone,RT @mpatriabrasil: Mais uma criança de 7 anos encontrada morta dentro d casa. Já são dezenas d casos assim. A polícia investiga se houve en…,Twitter for Android,['1603159111763431425'],1302396447439179776,1603159111763431425,2022-12-14T22:44:52.000Z,489,0,0,0,,,,,,,,retweeted,1603016608087154688
1071,1603159100292042757,pt,everyone,Anvisa alerta sobre risco de miocardite e pericardite pós-vacinação https://t.co/JndcfqewVq,Twitter Web App,['1603159100292042757'],250409933,1603159100292042757,2022-12-14T22:44:49.000Z,0,0,0,0,,,,,,,,,
1072,1603159073561710593,pt,everyone,"Essa vacina ele tomaria,com certeza.....kkkk https://t.co/1gbMHx5moo",Twitter for Android,['1603159073561710593'],1554496131740073985,1603159073561710593,2022-12-14T22:44:43.000Z,0,0,0,0,,,,,,,,quoted,1602817925211095041
1073,1603159056063102978,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter for iPhone,['1603159056063102978'],1113881439211225088,1603159056063102978,2022-12-14T22:44:38.000Z,1934,0,0,0,,,,,,,,retweeted,1602720475389517824
1074,1603159037218066432,pt,everyone,"RT @mpatriabrasil: A igreja católica, cujo Pontífice exige a vacina, já perdeu centenas de padres este ano por infarto. A verdade é que nin…",Twitter for Android,['1603159037218066432'],1265013894810083329,1603159037218066432,2022-12-14T22:44:34.000Z,451,0,0,0,,,,,,,,retweeted,1603101408022171648
1075,1603159035401981952,pt,everyone,"RT @AmericaBolsona1: Vejam o tamanho da armação ! Aqui vemos a preparação de um cenário, para propagar o caos com a falsa “volta do COVID.…",Twitter Web App,['1603159035401981952'],1414243809093951491,1603159035401981952,2022-12-14T22:44:33.000Z,19,0,0,0,,,,,,,,retweeted,1603024541390983169
1076,1603159024740057091,pt,everyone,"RT @marciatiburi: Os terroristas em Brasília criaram a mentira do “infiltrado”,pois mentir é essencial para o avanço de seus empreendimento…",Twitter for Android,['1603159024740057091'],1581745469897728000,1603159024740057091,2022-12-14T22:44:31.000Z,503,0,0,0,,,,,,,,retweeted,1602954179890257923
1077,1603159017823653889,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603159017823653889'],981197672823574528,1603159017823653889,2022-12-14T22:44:29.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1078,1603159001004658688,pt,everyone,"Saindo de 30 graus pra 18 graus, só queria ter imunidade pra isso 😭 eu já tô ruim da vacina",Twitter for iPhone,['1603159001004658688'],4893405609,1603159001004658688,2022-12-14T22:44:25.000Z,0,0,0,0,,,,,,,,,
1079,1603158974819454976,pt,everyone,RT @murilocarneiro: @claudioedantas assombroso é gente na fila do osso pra conseguir proteína pra comer. Assombroso é ver mais de 30 milhõe…,Twitter for Android,['1603158974819454976'],1460033090571624449,1603158974819454976,2022-12-14T22:44:19.000Z,4,0,0,0,,,,,,,,retweeted,1603064934669160452
1080,1603158970084069383,pt,everyone,@SD50616RCMEC @alexandre Por que não fizeram greve geral pra cessar as 5000 mil mortes diárias... Ou pedir vacina com urgência. Durante a pandemia. @STF_oficial @MagnoMalta,Twitter for Android,['1603158970084069383'],41976525,1602833787565576192,2022-12-14T22:44:18.000Z,1,0,3,0,1531808801384448009,,,,,,,replied_to,1602833787565576192
1081,1603158968288821250,pt,everyone,"RT @georgemazzaofic: O documento, elaborado por mais de 60 especialistas, é claro: a vacinação contra COVID deve ser interrompida, imediata…",Twitter for Android,['1603158968288821250'],865110961,1603158968288821250,2022-12-14T22:44:17.000Z,168,0,0,0,,,,,,,,retweeted,1601371157860876288
1082,1603158963859636226,pt,everyone,"Aplicaram bomba inves da vacina da gripe
Agr meu braço ta da grossura do Leo Stronda vsf",Twitter for Android,['1603158963859636226'],1412592589853888512,1603158963859636226,2022-12-14T22:44:16.000Z,0,1,3,0,,,,,,,,,
1083,1603158955433377795,pt,everyone,"RT @georgemazzaofic: O documento, elaborado por mais de 60 especialistas, é claro: a vacinação contra COVID deve ser interrompida, imediata…",Twitter for Android,['1603158955433377795'],1529364301,1603158955433377795,2022-12-14T22:44:14.000Z,168,0,0,0,,,,,,,,retweeted,1601371157860876288
1084,1603158943588667396,pt,everyone,"RT @mpatriabrasil: A igreja católica, cujo Pontífice exige a vacina, já perdeu centenas de padres este ano por infarto. A verdade é que nin…",Twitter for Android,['1603158943588667396'],83163937,1603158943588667396,2022-12-14T22:44:12.000Z,451,0,0,0,,,,,,,,retweeted,1603101408022171648
1085,1603158886994821120,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter for Android,['1603158886994821120'],1519095070091268096,1603158886994821120,2022-12-14T22:43:58.000Z,1934,0,0,0,,,,,,,,retweeted,1602720475389517824
1086,1603158879717711873,pt,everyone,"RT @georgemazzaofic: O documento, elaborado por mais de 60 especialistas, é claro: a vacinação contra COVID deve ser interrompida, imediata…",Twitter for Android,['1603158879717711873'],105661004,1603158879717711873,2022-12-14T22:43:56.000Z,168,0,0,0,,,,,,,,retweeted,1601371157860876288
1087,1603158855944396800,pt,everyone,"RT @slpng_giants_pt: Os extremistas sempre usam ""isso é nazismo"" para isentar suas ações. Também usaram essa narrativa  para irem contra má…",Twitter for Android,['1603158855944396800'],1148769604984086528,1603158855944396800,2022-12-14T22:43:51.000Z,70,0,0,0,,,,,,,,retweeted,1603080879542239234
1088,1603158807965736960,pt,everyone,"RT @georgemazzaofic: O documento, elaborado por mais de 60 especialistas, é claro: a vacinação contra COVID deve ser interrompida, imediata…",Twitter for Android,['1603158807965736960'],978721190847107072,1603158807965736960,2022-12-14T22:43:39.000Z,168,0,0,0,,,,,,,,retweeted,1601371157860876288
1089,1603158801896685571,pt,everyone,@tavares_advg Por que não fizeram greve geral pra cessar as 5000 mil mortes diárias... Ou pedir vacina com urgência. Durante a pandemia. @STF_oficial,Twitter for Android,['1603158801896685571'],41976525,1602784048723681281,2022-12-14T22:43:38.000Z,0,1,3,0,1070279942640988160,,,,,,,replied_to,1602784048723681281
1090,1603158795978514436,pt,mentionedUsers,"RT @minsaude: Faça como o Gabigol: para ser um campeão é preciso proteção. Pais ou responsáveis, levem seus filhos para vacinar contra a po…",Twitter Web App,['1603158795978514436'],4049733616,1603158795978514436,2022-12-14T22:43:36.000Z,3396,0,0,0,,,,,,,,retweeted,1597676155414642688
1091,1603158784800612352,pt,everyone,"RT @reporterenato: Governo Lula vai começar com repique no número de casos de covid, aumento de transmissões e leve aumento de óbitos, com…",Twitter for iPhone,['1603158784800612352'],976924620120084480,1603158784800612352,2022-12-14T22:43:34.000Z,56,0,0,0,,,,,,,,retweeted,1603110688917889025
1092,1603158760754745346,pt,everyone,"RT @DouglasGarcia: Centenas de projetos de deputados serão pautados amanhã na ALESP e, mais uma vez, foi feita a inclusão do PL 668 que pro…",Twitter for Android,['1603158760754745346'],1183780900959637509,1603158760754745346,2022-12-14T22:43:28.000Z,144,0,0,0,,,,,,,,retweeted,1603113717792587776
1093,1603158742530490368,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter for iPhone,['1603158742530490368'],1149847139578720256,1603158742530490368,2022-12-14T22:43:24.000Z,1934,0,0,0,,,,,,,,retweeted,1602720475389517824
1094,1603158729041608709,pt,everyone,"@JamesMelville Mas um motorista sem vacina, tem que achar outro motorista não vacinado?😂😂😂",Twitter for iPhone,['1603158729041608709'],1578730207678169089,1602944242845974530,2022-12-14T22:43:20.000Z,0,0,0,0,20675681,,,,,,,replied_to,1602944242845974530
1095,1603158711287140353,pt,everyone,RT @mpatriabrasil: Mais uma criança de 7 anos encontrada morta dentro d casa. Já são dezenas d casos assim. A polícia investiga se houve en…,Twitter for Android,['1603158711287140353'],1139635021667622912,1603158711287140353,2022-12-14T22:43:16.000Z,489,0,0,0,,,,,,,,retweeted,1603016608087154688
1096,1603158708313378817,pt,everyone,"RT @reporterenato: Governo Lula vai começar com repique no número de casos de covid, aumento de transmissões e leve aumento de óbitos, com…",Twitter for Android,['1603158708313378817'],955318119089823744,1603158708313378817,2022-12-14T22:43:15.000Z,56,0,0,0,,,,,,,,retweeted,1603110688917889025
1097,1603158704236503041,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158704236503041'],137540010,1603158704236503041,2022-12-14T22:43:14.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1098,1603158703724699649,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter Web App,['1603158703724699649'],2382662035,1603158703724699649,2022-12-14T22:43:14.000Z,1935,0,0,0,,,,,,,,retweeted,1602720475389517824
1099,1603158699090272257,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter Web App,['1603158699090272257'],1481708881260814343,1603158699090272257,2022-12-14T22:43:13.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1100,1603158697869541376,pt,everyone,@LailaWina Por que não fizeram greve geral pra cessar as 5000 mil mortes diárias... Ou pedir vacina com urgência. Durante a pandemia.,Twitter for Android,['1603158697869541376'],41976525,1602990882097188865,2022-12-14T22:43:13.000Z,0,3,1,0,158040339,,,,,,,replied_to,1602990882097188865
1101,1603158661496537088,pt,everyone,@Clauwild1 É só mais um caso isolado de efeito colateral da vacina,Twitter for Android,['1603158661496537088'],1587269214221598724,1603059250271485953,2022-12-14T22:43:04.000Z,0,0,0,0,894281995689349120,,,,,,,replied_to,1603059250271485953
1102,1603158658908569601,pt,everyone,"@AIzidio @Thi_Man_Desire @senadorhumberto Esse seboso precisa nascer mil vezes para tentar ao menos chegar perto da altivez que Luiz Inácio possui! Bozo é pequeno, é uma coisinha mesquinha, medonha, demoníaca… além de negar vacina no braço de brasileiros, todos os dias corta TUDO que ajuda os mais vulneráveis",Twitter for iPhone,['1603158658908569601'],1380283886056448005,1603087623706353665,2022-12-14T22:43:04.000Z,0,0,0,0,508080376,,,,,,,replied_to,1603123808809848832
1103,1603158652457730048,pt,everyone,@FSN1980 Por que não fizeram greve geral pra cessar as 5000 mil mortes diárias... Ou pedir vacina com urgência. Durante a pandemia.,Twitter for Android,['1603158652457730048'],41976525,1602870830303744002,2022-12-14T22:43:02.000Z,0,1,1,0,115692321,,,,,,,replied_to,1602870830303744002
1104,1603158644253671426,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter Web App,['1603158644253671426'],977668129953284096,1603158644253671426,2022-12-14T22:43:00.000Z,1935,0,0,0,,,,,,,,retweeted,1602720475389517824
1105,1603158637442121728,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter Web App,['1603158637442121728'],1578164379576680450,1603158637442121728,2022-12-14T22:42:59.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1106,1603158594370904066,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158594370904066'],1518732862626975744,1603158594370904066,2022-12-14T22:42:48.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1107,1603158583776104449,pt,everyone,"RT @caogonhal: Pouso Alegre/MG

Essa linda é a Bith. Foi resgatada das ruas com TVT, está finalizando o tratamento e aguarda por um lar. Se…",Twitter for Android,['1603158583776104449'],1427633634664669184,1603158583776104449,2022-12-14T22:42:46.000Z,57,0,0,0,,,,,,,,retweeted,1603117627685183492
1108,1603158560720187393,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158560720187393'],468839590,1603158560720187393,2022-12-14T22:42:40.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1109,1603158534358712322,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter Web App,['1603158534358712322'],1253715346558779393,1603158534358712322,2022-12-14T22:42:34.000Z,1935,0,0,0,,,,,,,,retweeted,1602720475389517824
1110,1603158525798121472,pt,everyone,RT @Wesley_LopesIg: Documentos confidenciais da Pfizer e relatórios oficiais do governo confirmam que a vacinação contra o Covid-19 está de…,Twitter for Android,['1603158525798121472'],1588590756830347264,1603158525798121472,2022-12-14T22:42:32.000Z,1,0,0,0,,,,,,,,retweeted,1603154047250358277
1111,1603158516377731072,pt,everyone,"RT @mpatriabrasil: A igreja católica, cujo Pontífice exige a vacina, já perdeu centenas de padres este ano por infarto. A verdade é que nin…",Twitter for Android,['1603158516377731072'],1057046682565857280,1603158516377731072,2022-12-14T22:42:30.000Z,451,0,0,0,,,,,,,,retweeted,1603101408022171648
1112,1603158515052576768,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter for Android,['1603158515052576768'],1252974117822828547,1603158515052576768,2022-12-14T22:42:29.000Z,1935,0,0,0,,,,,,,,retweeted,1602720475389517824
1113,1603158505892241408,pt,everyone,"RT @DaAcervo: Imagine poder ver como seu sangue reagiria a uma vacina contra a Covid-19 ANTES de colocá-la dentro do corpo? Bem, esse cara…",Twitter for Android,['1603158505892241408'],4588183815,1603158505892241408,2022-12-14T22:42:27.000Z,82,0,0,0,,,,,,,,retweeted,1603021232227639298
1114,1603158502494584833,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158502494584833'],1457476252126830597,1603158502494584833,2022-12-14T22:42:26.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1115,1603158494588420099,pt,everyone,"RT @DrBrunoGino: Segundo a Fiocruz, este ano o Brasil vem registrando UMA MORTE POR DIA de crianças até 5 anos de idade por consequência da…",Twitter for Android,['1603158494588420099'],1171465532014358533,1603158494588420099,2022-12-14T22:42:25.000Z,91,0,0,0,,,,,,,,retweeted,1603063414112550915
1116,1603158469363777537,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158469363777537'],10397502,1603158469363777537,2022-12-14T22:42:18.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1117,1603158458622443520,pt,everyone,@maythestarz Aquele dia da vacina... Deus deve ter ficado puto,Twitter for Android,['1603158458622443520'],3004385932,1603157952868880384,2022-12-14T22:42:16.000Z,0,1,0,0,1677004813,,,,,,,replied_to,1603157952868880384
1118,1603158455715512323,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for iPhone,['1603158455715512323'],1587207772587921410,1603158455715512323,2022-12-14T22:42:15.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1119,1603158455275196420,pt,everyone,felizmente a veia tá com 4 doses da vacina,Twitter for Android,['1603158455275196420'],1475953633497866246,1603158401441202176,2022-12-14T22:42:15.000Z,0,0,0,0,1475953633497866246,,,,,,,replied_to,1603158401441202176
1120,1603158432441421826,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter Web App,['1603158432441421826'],1519663927453437953,1603158432441421826,2022-12-14T22:42:10.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1121,1603158410219982851,pt,everyone,RT @mpatriabrasil: Mais uma criança de 7 anos encontrada morta dentro d casa. Já são dezenas d casos assim. A polícia investiga se houve en…,Twitter for Android,['1603158410219982851'],76180560,1603158410219982851,2022-12-14T22:42:04.000Z,489,0,0,0,,,,,,,,retweeted,1603016608087154688
1122,1603158408630239233,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter for Android,['1603158408630239233'],1139635021667622912,1603158408630239233,2022-12-14T22:42:04.000Z,1935,0,0,0,,,,,,,,retweeted,1602720475389517824
1123,1603158401218904066,pt,everyone,Deixei pra arrumar a casa agora de noite e Bebi a cerveja que estava aqui na geladeira porém esqueci que tomei a vacina do COVID ontem 🤡🤡🤡🤡🤡🤡🤡,Twitter for Android,['1603158401218904066'],1488284331479023616,1603158401218904066,2022-12-14T22:42:02.000Z,0,1,0,0,,,,,,,,,
1124,1603158395799982085,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158395799982085'],1592265065843113984,1603158395799982085,2022-12-14T22:42:01.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1125,1603158394411548678,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter for iPhone,['1603158394411548678'],1165393941098876930,1603158394411548678,2022-12-14T22:42:01.000Z,1935,0,0,0,,,,,,,,retweeted,1602720475389517824
1126,1603158384412442625,pt,everyone,RT @mpatriabrasil: Mais uma criança de 7 anos encontrada morta dentro d casa. Já são dezenas d casos assim. A polícia investiga se houve en…,Twitter for iPhone,['1603158384412442625'],50512358,1603158384412442625,2022-12-14T22:41:58.000Z,489,0,0,0,,,,,,,,retweeted,1603016608087154688
1127,1603158379937107968,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158379937107968'],102147251,1603158379937107968,2022-12-14T22:41:57.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1128,1603158363344601088,pt,everyone,"ATÉ OUTUBRO 1 CRIANÇA MORREU POR DIA COM DIAGNÓSTICO DE COVID MAS NÃO TEM VACINA PARA CRIANÇAS DE 6 MESES Á 2 ANOS.
NENHUM MUNICÍPIO RECEBEU 1 FRASCO SEQUER.
QUE A  PRISÃO SEJA BREVE E LONGA.",Twitter Web App,['1603158363344601088'],1195814342836604932,1603158363344601088,2022-12-14T22:41:53.000Z,0,0,1,0,,,,,,,,,
1129,1603158356323188736,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158356323188736'],451612835,1603158356323188736,2022-12-14T22:41:52.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1130,1603158355681361920,pt,everyone,"RT @ViannaFlavia14: Como se não bastasse as dores q eu já sinto , agr e o braço dolorido por conta da vacina !!!",Twitter for iPhone,['1603158355681361920'],2291567617,1603158355681361920,2022-12-14T22:41:51.000Z,1,0,0,0,,,,,,,,retweeted,1603140440621989890
1131,1603158345162100739,pt,everyone,@tonyogp @murilocarneiro @claudioedantas Comentário burro. Basta ter 2 neurônios pra verificar que a vacina diminuiu sensivelmente o número de casos graves e mortos. Basta comparar o número de vacinados com as internações e mortes. O sujeito quer negar a realidade. Está cego por causa de política.,Twitter for Android,['1603158345162100739'],1103341828710039553,1603038235529469954,2022-12-14T22:41:49.000Z,0,0,0,0,1047237778994544641,d9d978b087a92583,,,,,,replied_to,1603068854770581506
1132,1603158343123668995,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158343123668995'],912704299855155201,1603158343123668995,2022-12-14T22:41:48.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1133,1603158338350489605,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter for iPhone,['1603158338350489605'],1678898696,1603158338350489605,2022-12-14T22:41:47.000Z,1935,0,0,0,,,,,,,,retweeted,1602720475389517824
1134,1603158324345700352,pt,everyone,"RT @mpatriabrasil: A igreja católica, cujo Pontífice exige a vacina, já perdeu centenas de padres este ano por infarto. A verdade é que nin…",Twitter for Android,['1603158324345700352'],1001263736261312513,1603158324345700352,2022-12-14T22:41:44.000Z,451,0,0,0,,,,,,,,retweeted,1603101408022171648
1135,1603158306196971520,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter Web App,['1603158306196971520'],1291437738,1603158306196971520,2022-12-14T22:41:40.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1136,1603158275184279552,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for Android,['1603158275184279552'],68500031,1603158275184279552,2022-12-14T22:41:32.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1137,1603158273439502336,pt,everyone,"RT @georgemazzaofic: O documento, elaborado por mais de 60 especialistas, é claro: a vacinação contra COVID deve ser interrompida, imediata…",Twitter for Android,['1603158273439502336'],594947545,1603158273439502336,2022-12-14T22:41:32.000Z,168,0,0,0,,,,,,,,retweeted,1601371157860876288
1138,1603158252384133125,pt,everyone,RT @mpatriabrasil: Mais uma criança de 7 anos encontrada morta dentro d casa. Já são dezenas d casos assim. A polícia investiga se houve en…,Twitter for Android,['1603158252384133125'],1438311623106629634,1603158252384133125,2022-12-14T22:41:27.000Z,489,0,0,0,,,,,,,,retweeted,1603016608087154688
1139,1603158248718479360,pt,everyone,"RT @DaAcervo: Imagine poder ver como seu sangue reagiria a uma vacina contra a Covid-19 ANTES de colocá-la dentro do corpo? Bem, esse cara…",Twitter for Android,['1603158248718479360'],1564921028953923584,1603158248718479360,2022-12-14T22:41:26.000Z,82,0,0,0,,,,,,,,retweeted,1603021232227639298
1140,1603158244037378053,pt,everyone,"RT @mpatriabrasil: A igreja católica, cujo Pontífice exige a vacina, já perdeu centenas de padres este ano por infarto. A verdade é que nin…",Twitter for Android,['1603158244037378053'],1294668878145040388,1603158244037378053,2022-12-14T22:41:25.000Z,451,0,0,0,,,,,,,,retweeted,1603101408022171648
1141,1603158228887552001,pt,everyone,"RT @DouglasGarcia: Centenas de projetos de deputados serão pautados amanhã na ALESP e, mais uma vez, foi feita a inclusão do PL 668 que pro…",Twitter Web App,['1603158228887552001'],790609868445065216,1603158228887552001,2022-12-14T22:41:21.000Z,144,0,0,0,,,,,,,,retweeted,1603113717792587776
1142,1603158219387539456,pt,everyone,"@jdoriajr @butantanoficial Falando em vacina, se for comprovado os metais pesados e mudanças em nosso DNA, e outros na vacina, não vamos deixar barato, capitch",Twitter for Android,['1603158219387539456'],1560739098398162947,1593950585803493379,2022-12-14T22:41:19.000Z,0,0,0,0,64706049,,,,,,,replied_to,1593950585803493379
1143,1603158206444077056,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter for Android,['1603158206444077056'],1587955780631814144,1603158206444077056,2022-12-14T22:41:16.000Z,1935,0,0,0,,,,,,,,retweeted,1602720475389517824
1144,1603158187443724291,pt,everyone,"Legista: 'em forma e saudável' Morte de homem de 27 anos por coágulo sanguíneo 'Resultado direto' da vacina Covid da AstraZeneca

 https://t.co/KZXA2LUyaB",Twitter for iPhone,['1603158187443724291'],141354002,1603158187443724291,2022-12-14T22:41:11.000Z,0,0,0,0,,,,,,,,,
1145,1603158124134912005,pt,everyone,Problemas no coração. Vacina mais! https://t.co/1K2qdKC25T,Twitter for Android,['1603158124134912005'],1570745857204523009,1603158124134912005,2022-12-14T22:40:56.000Z,0,0,0,0,,,,,,,,quoted,1603156306767986688
1146,1603158062797299712,pt,everyone,RT @mpatriabrasil: Mais uma criança de 7 anos encontrada morta dentro d casa. Já são dezenas d casos assim. A polícia investiga se houve en…,Twitter Web App,['1603158062797299712'],900406272,1603158062797299712,2022-12-14T22:40:42.000Z,489,0,0,0,,,,,,,,retweeted,1603016608087154688
1147,1603158045881733127,pt,everyone,"RT @epimeme: Governo da Flórida inicia oficialmente investigação sobre Pfizer na Suprema Corte do Estado sobre corrupção, mentiras sobre va…",Twitter for iPhone,['1603158045881733127'],1252568916297232384,1603158045881733127,2022-12-14T22:40:38.000Z,4160,0,0,0,,,,,,,,retweeted,1602993462537854978
1148,1603158006975307779,pt,everyone,"RT @DaAcervo: ""Uma série geral de autópsias mostrou que 71% de todos os pacientes encontrados mortos, em casa, 20 dias após a vacinação, fo…",Twitter for Android,['1603158006975307779'],67996230,1603158006975307779,2022-12-14T22:40:28.000Z,1935,0,0,0,,,,,,,,retweeted,1602720475389517824
