,tweet,tipo
12420,"34 positivos para COVID nesta quarta-feira em Santo Ângelo. 
Nesta quinta-feira, das 13h30 às 17h, tem vacinação na Secretaria Municipal da Saúde com as doses 1, 2 e 3 para maiores de 12 anos e dose 4 para maiores de 18 anos. https://t.co/WwRvI5yZIf",
10971,"q caralho de vacina

pqp",
6497,@Peliteiro Acho que a vacina era boa...😬,replied_to
2337,#Vacina contra o câncer de pele tem resultados promissores | Eduardo Barão: https://t.co/iQn2vWi2ag,
1385,"@DrBrunoGino Os ricos (e conscientes) foram para os EUA tomar vacina, enquanto a população pobre que depende do SUS ficava a mercê da ""imunidade de rebanho"" (vide caso de Manaus). Foi um projeto de morte com base em negacionismo e fake news",replied_to
7837,@Samukamachado34 @celmaven @JornalDaCidadeO Aí ai.. então o mundo inteiro e culpa do Bolsonaro tbn que esperou uma vacina aprovada da Anvisa para comprar? Muda o disco meu caro amigo...,replied_to
895,"@alexaguiarpoa @LulaOficial @geraldoalckmin Inconcebível? Inconcebível é bolsonaro não ter deixado verba p tocar todas as áreas deste país, a começar pela saúde... até agora não comprou vacina de última geração... ISSO SIM É INCONCEBÍVEL!",replied_to
5132,@Hard_stone444 @salnog E ainda teve a vacina da Janssen (J &amp; J).,replied_to
1111,"@MariaBazil7 @janaina41063702 @MatthewTyrmand As Forças Armadas não são esse super poder que entende de eleições, de leis, de medicina,  de vacina , de política…. Não. Não.  Eles entendem de guardar a patria conta os inimigos. Somente isso.   Assim como um presidente não pode receitar remédio 💊. Ele não é medico.",replied_to
4073,"Duzentos reais em vacina de alergia pqp, vamo dando glória Deus kk",
1896,"@SeergioMotta97 @ECindral @Felippe79913906 @filipesabara @nilmoretto Quem matou foi o vírus.. Vacina não ajuda em poha nenhuma. Na moral, vtnc...",replied_to
12625,"@cristinagraeml Agentes de saúde vieram na minha casa para forçar minha mãe de 90 anos a tomar vacina, ela se recusou e saíram daqui a vassouradas, tomamos ivermectina, até hoje nem eu de 57 anos tivemos covid e nem minha mãe, meu primo tô ou duas doses da Jansen e morreu de trombose 50 anos!",replied_to
8205,@MiguelNicolelis E ainda muitas cidades sem vacina para TODAS as crianças acima de 6 meses conforme aprovação da Anvisa em 16/09. É urgente a vacinação das crianças. Nossas crianças têm o direito a vacina. @vacinapedcovid,replied_to
7134,Moderna ensaia novo salto no mercado com vacina contra o câncer testes de vacina contra câncer de pele https://t.co/OzWT6n44hw via @NeoFeed,
2121,"@majoris_sirius @luizhbh @mateusnivaldos1 @HaddadDebochado @SiraQuiroga19 E quem disse que se essas pessoas não tivessem tomado nada elas não teriam o mesmo resultado ou resultado melhor, eu nunca tomei nada pra Covid, peguei Covid 2 vezes e tô vivinho da Silva (apenas tomei 3 doses da vacina).",replied_to
9478,com muita dor nks dois braços meu deus nao quero mais tomar vacina,
8830,falei com minha amiga hj que não senti nada com a vacina e agora a noite baqueei acho q tô com febre,
14905,@bred_caetano Misericórdia kkkkkk não aguento mais ver lote de vacina na minha frente,replied_to
14287,"@TheLastSurviv @Rconstantino Tomamos dose de vacina contra H1NI há anos e engraçado que nada nunca aconteceu né, que engraçado",replied_to
213,@pejulio Mas não comprou vacina e deixou milhares morrerem,replied_to
11403,@duuardaa5 2 doses da Pfizer infelizmente! Não tomo + nenhuma vacina para COVID,replied_to
607,@renatajbarreto @RenatoPHD E quanto a vacinação obrigatória para crianças.  .?  Tem alguma informação. .,replied_to
14662,"@opovo Agora que começou a agonia....placebo vendido a preço de ouro se essa vacina fosse uma vacina mas não é , foi só uma maneira de arrecadar dinheiro",replied_to
4417,@tannokasa4 depois de 10a dose da vacina vai todo mundo andar assim...ahahhahahahahahhahhahha,replied_to
5768,"@cattawin_lover @Nnattawin1 @milephakphum Eu estou cheia de dores, fui tomar a 4°dose da vacina covid e da gripe. Agora parece que tenho vidros no corpo. Meu marido e filho tbm tomaram e tirando a dor no braço estão bem, meu marido diz que cada um tem o que merece 😂 😂 

@Nnattawin1 @milephakphum  #GQMOTY2022xMileApo",replied_to
4149,"fui tomar a quarta dose da vacina hj e adivinhem, NÃO TEM VACINA E NÃO SABEM QUANDO VAI CHEGAR",
3706,"@Wescrey Aí rola um pedido de abertura de CPI de ""distribuição de lotes de doses de vacina de reforço no atual governo"" pelo Deputado Federal PAZUELLO e fica assim: https://t.co/IiaRmiQIT5",replied_to
1334,"Sir Winston Churchill | Courage (Darkest Hour/Dunkirk) https://t.co/v7BbIPhIMn via @YouTube ... Está cometendo um grande equivoco Q Ex Gov @geraldoalckmin relacionado a pagamentos e vacina ... A Q Corujas não tem nada haver com isso, você também não @mqueiroga2  (@gilmarmendes).",
2147,cm febre e dor no corpo por causa da vacina q delicia,
4754,"não consigo ver minha irmã tomando vacina, eu choro junto",
13412,É normal o braço aonde tomou a vacina já está querendo latejar kkkkkkkkkkkk,
7791,"@alljulionel @RossinaReis @kimpaim 1 - Divulgação de notícias falsas sobre vacina contra Covid-19 (inquérito 4888)
2- Fake news e milícias digitais (4781)
3 - Interferência na Polícia Federal (4831)
Sobre vazamento de dados sigilosos sobre ataque ao TSE (4878)
Fora as investigações que vão ser abertas.",replied_to
11035,“a enfermeira vinha e TAAAAU botava a vacina”,
13269,"Tô com um machucado no dedo e fui limpar uma poeira aqui em casa e a minha mão ficou super suja de tanta poeira 

A minha hipocondría atacou e já pensei em tétano por causa da poeira no meu machucado 

Fui ver minha carteira de vacinação e tô em dia com a vacina do tétano 🙌🏻",
14980,Indo tomar vacina com o cu na mão mas fingindo estar plena https://t.co/gzrfKAmRsz,
3263,@BluBlueBlued @lindawhited12 @CNN Nao se sabe mais ..  estudos duram ate 10 anos.. unica vacina real durou 50 anos de estudo.. mas mediocres e estupidos interessados em ganhar dinheiro usam o povo covarde,replied_to
4888,"Finalmente veio aí a 4a dose da vacina da covid, Curitiba está, mais uma vez, uma vergonha",
6104,"Tomei a quarta dose da vacina ontem, acabou comigo",
4660,"@RegisMvitoria @delucca aqui tem vacina sobrando,ninguem nem quer mais tomar mais de tanta dose que o posto oferece.",replied_to
2598,"Eu e biel fomos levar o Arthur p tomar vacina e todos pensando q ele era o pai do Arthur, ele fazendo questão de falar q é tio só poq eu fui toda largada kkkkkkkkk",
3928,Tomar vacina eu não vou não mas fazer tatuagem e colocar piercing vou na mesma hora kkkkkkkk,
2696,"Acordei cedo pra toma vacina e me animei , botei roupa pra lava lavei banheiro descongelei a geladeira e ainda fiz almoço 🥵🙌🏾",
9227,@rdgglch @NonaConta_ @monepatriota @carolbyme @floresdepapel6 @GrazielaPoli @RTdaFlaTT @cris_direitaRJ @renatobarrosbr Foi isso que usaram pra forçar  vacinação !!,replied_to
5382,"Italian health minister has had enough: “We are not going to put back the mandatory vaccine against Covid-19”.
https://t.co/U1CCbH6uls Ministro-da-saude-italiano-deu-um-basta-nao-vamos-colocar-de-volta-a-obrigatoriedade-da-vacinacao-contra-a-covid-19/ https://t.co/bIYR2onXel",
2971,"O LOCKDOWN ESTÁ CHEGANDO...

Governo dos EUA planeja 'lockdown e esperar por uma vacina' desde 2007
https://t.co/Mb8Kj3MRHL https://t.co/OrQ9QJBfmW",
15287,"pô mane ter filho eh mto bom 
mas lembrei agr que gastei quase 1000 reais na vacina e me bateu mo tristeza kkkkkkkkkkkkkkkkk 1000zinho assim NA MAIOR FACILIDADE",
1678,"Alô @pref_santarem a UBS Santa Clara tá fechada pra almoço na hora do expediente de trabalho pra vacinação de COVID. Se fecha pra almoço, pq divulgam horário de funcionamento das 8h as 16h, SEM INTERVALO?!",
14249,@nofreakyfriday eu ia hj pra tomar vacina mas fui pra ksa,replied_to
8034,@SystemDefi @mpatriabrasil Fora que... Nao existe vacina que te mata. Nunca vi alguem morrendo por tomar a vacina de tetano.,replied_to
9790,@heyitslolam @AbraaoLincao @choquei Nem precisei disso… Aqui vacina chegou primeiro.. Agora tem pessoas que nem tomaram cloroquina e o raciocínio é débil.. Bjs de Luz!,replied_to
6051,@nattvasconcelos Sério? Eu troco fácil uma consulta por dez aplicações de vacina de uma única vez. Tenho pânico real oficial de dentista.,replied_to
10625,corno? sim. antivacina? jamais. VAI SE FUDER @sza OBRIGADO POR TUDO,
8196,"@rosmalach @lucinhalevita Victor
Vc tomaria uma vacina sem aprovação da Anvisa 🤔",replied_to
4924,Feliz por ter feito a 4ª dose da vacina ❤️ https://t.co/aR5QFnFUDA,
4742,"@DaAcervo Cheguei a ler um artigo , penso que na Tribuna Nacional em que foram analisados vários lotes da vacina de mRNA e que alguns lotes continham apenas solução salina . É necessário que isso seja realmente comprovado. Vou tentar encontrar esse artigo ROLETA RUSSA .",replied_to
10229,"@LivioCordeiro @tabataamaralsp Sim,tb fecharam.
Assim que saiu a vacina,logo voltaram.
O🇧🇷foi último país a voltar, com muita insistência.
Falar mal do PR é fácil!
Quero ver reclamar de prefeito que frauda licitação de escolas😂",replied_to
6651,@mqueiroga2 Até quando a massa continuará a receber doses de Cepas diferentes com a mesma vacina?,replied_to
14798,@senhoritabon Tenho a mesma impressão do postinho da barra. Elas não me dão vacina nem a pau. Acho que é padrão de ubs,replied_to
13511,"Então o Governo Americano sabia que Ivermectina e Hidroxicloroquina funcionavam na Covid-19?

O órgão militar DARPA enviou em 2015 para a CDC que a Ivermectina funcionava contra o Vírus Corona.

Mas resolveram vacinar todos. E pior, uma vacina ineficiente.
Por que será?? https://t.co/KmzcelRoUg",quoted
863,@tonyogp @claudioedantas ah é pura coincidencia que depois que uma parcela significativa da população tomou a segunda dose da vacina as mortes começaram a cair né. Vai tomar no cu você e o seu negacionismo de merda responsáveis por inumeras vidas que poderiam ter sido salvas,replied_to
7897,tomei a quarta dose da vacina e meu braço tá doendo MUITO,
8597,@homosapiensioso @mengodearrasca @Guislherme_ @Lucasep_88 @TNTSportsBR Isso tudo não impede em nada que o caso do Lucas Leiva pode ter sido por causa da vacina.,replied_to
6364,Essa vacina me fudeu,
7879,"@rosmalach @lucinhalevita Não tomei a vacina e não tomarei. Várias pessoas com dores que nunca tiveram. Vcs acham que só morreu gente no Brasil!? 
Comprovadamente Bolsonaro estava certo o tempo todo!
O Ladrao que ficou bilionário as custas da fome e analfabetismo no Brasil pode! Na transição só Ladrao",replied_to
10006,"@Rodrigo10956521 @Thiago_tdm76 @ThiagoResiste @alexandre @FlavioDino A manobra pra tentar trazer vacina e equipamentos pro país era um desafio ja que um certo vagabundo dificultou o máximo que pode, imbecil",replied_to
4588,Tô Tentando Fazer As Coisas Mas o Ítalo Está Enjoado Da Vacina e Não Quer Sair Do Meu Colo De Jeito Nenhum 😪🤦🏾‍♀️,
11229,"ATÉ OUTUBRO 1 CRIANÇA MORREU POR DIA COM DIAGNÓSTICO DE COVID MAS NÃO TEM VACINA PARA CRIANÇAS DE 6 MESES Á 2 ANOS.
NENHUM MUNICÍPIO RECEBEU 1 FRASCO SEQUER.
QUE A  PRISÃO SEJA BREVE E LONGA.",
8421,@rosmalach @lucinhalevita Vacina só foi uma jogatina política seu jumento! Se salvasse mesmo tanta gente que tomou e morreu. Para de reproduzir merda...,replied_to
8691,Tomei a 3 dose da vacina e meu braço vai cair minha nossa nossa,
1658,PROCURA POR VACINA CONTRA COVID CRESCE 369% NO RN https://t.co/5V1iF7I5qi,
5931,"se eu não ti amasse é cada um pro seu canto, tipo as tia do zap e a vacina, fodase e pronto",
14596,@eveeport eita como é anti vacina,replied_to
14209,@Clauwild1 @KennyProcopio1 Quantas vacina da peste Chinesa ela tinha?,replied_to
10570,"Mike com a coluna inflamada

Minha mãe com reação de vacina

É hoje, galera",
8423,"De covid eu nn tomo nem tomarei

Mas nn sou contra a ideia ou incentivo a não se vacinar

E em geral a vacina (qualquer doença) apoio tomar https://t.co/VLzCchu0aw",quoted
12222,"@taynamorena tomar no cu mesmo!
fomos levar a Malu pra tomar vacina e como nao estavamos com o comprovante do BR em maos (eu ia pegar no celular, 2 minutos), nao deixaram tomar e mandaram voltar outro dia",replied_to
6075,@is_mooth @murilocharao @DuquesaDetax Tu deixou de tomar vacina? Teve vários países que só conseguiram vacina depois do Brasil. Falar nisso já tomou tua 4 dose?,replied_to
6629,Hoje eu e o Joaquim temos vacina 🥹,
9349,"@rayslouv Quero quero. Tomei a terceira dose da vacina hoje, depois disso não fiz nada de mais no meu diakkkkkkkkz",replied_to
14674,https://t.co/6JStvFvJqg.  Aumento de mortes na Alemanha relacionado com vacina  covid 19,
12121,tadinha do meu bebê tá sofrendo por causa da vacina de dois meses ☹️,
6970,"Dps que eu aprendi que bico em Portugal é boquete, que bicha é fila e que pica é vacina eu soube que n poderei ir a Portugal sem agir igual um mlk da quinta série https://t.co/qpb6SY0muD",quoted
11371,essa vacina deixou o raphael malzao tá c as perninhas e oo braço enchado tadinho do meu filho🥺😔,
10496,Tomei a vacina da covid e tenho certeza que minha bunda cresceu os efeitos colaterais de vacinas comunistas,
7397,"@danielsoranz Vai trabalhar e fazer algo de útil pro sisreg andar, adianta só querer bombar o povo de vacina e as outras doenças matarem de vento e pompa? @danielsoranz se mexe e faz alguma coisa em prol do seu cargo! Você é empregado da prefeitura.",replied_to
7894,"@kkkkkneip segundo q mesmo sendo o centro do mundo, pais mais cosmopolito muita tecnologia informaçao a mentalidade geral das pessoas parece sei la, do habitante medio de ratanaba
os cara acredita em chip em vacina terra plana todas as teorias da conspiraçao JURAM q o mundo ta contra eles",replied_to
5778,"@LulaOficial O presidente combateu muito bem, vc tomou a vacina e não morreu, que bosta hein
Se o SUS é tão bom, o que vc acha de ao invés de ir ao Sirio Libanês, ficar internado no SUS?",replied_to
1880,Medo de vacina e vou tomar logo TRÊS 😭😭,
9844,"@ignez94550064 @analulista @LulaOficial Menos pior ? Olha o que o Bolsonaro fez e falou durante a pandemia, quantas pessoas ele matou inconscientemente? Investindo em Cloroquina, negando vacina, não tem lógica isso.",replied_to
2822,"@c4rc4ju @KowalskiRP Lutar contra essa vacinação obrigatória é motivo de orgulho.
JB merece todas as críticas que sofre.",replied_to
8751,@TheLastOfUsBR Se a Ellie morrer no final do jogo pra fazerem a tal da vacina lá com os vagalumes vai ser muito tosco,replied_to
6215,"quando diziam que o pós vacina pfizer era horrível eu não acreditava 
vcs estavam certos",
13293,Tomei a quarta dose hoje junto com a vacina da gripe. Espero virar uma tartaruga ninja em breve,
14618,"@DilmaResiste Michelle Bolsonaro falando que o Palácio do Planalto era consagrado a demônios antes de Bolsonaro. E qual o nome que a gente dá pros consagrados de agora que recebem cheque de 89 mil de assessor, desviam verbas de vacina e dão dinheiro público da educação pra pastor? PERDEU MANÉ https://t.co/IQaYUXnp1Q",replied_to
3528,"⚠️ UMA CRIANÇA POR DIA

Uma criança entre 5 meses e 5 anos morreu de Covid-19, por dia, entre janeiro e outubro de 2022. Foram 314 óbitos de crianças. Outro dado alarmante é de que 7 em cada 100 crianças não fizeram as duas doses da vacina.",
4523,"@joseroquerosa1 @epimeme @nubia_vallenas Os donos da vacina já disseram que ela não imuniza, mas alivia os sintomas e evita morte, msm que vc morra de AVC, ataque cardíaco entre outros, mas pra eles os benefícios superam os riscos, tem certeza que entendeu o que se está falando aqui? ...",replied_to
12289,Bertioga realiza drive-thru da vacinação nesta quinta-feira (15) https://t.co/XkOOLEKWMg via @R8jornal,
10686,"Moderna e Merck afirmam que pacientes que receberam a dose tiveram redução do tumor ou de morte pela doença em 44%

https://t.co/wDiMPmeFrJ",
6082,"Cobertura vacinal para a tríplice bacteriana, imunizante que protege contra coqueluche, difteria e tétano, é de apenas 44% no Paraná. 

https://t.co/mCfUlazb0v",
13919,"Centenas de projetos de deputados serão pautados amanhã na ALESP e, mais uma vez, foi feita a inclusão do PL 668 que proíbe a apresentação obrigatória do comprovante de vacinação em todo o Estado de SP. Tenho lutado contra isto desde o início e lutarei até o fim do meu mandato.",
5299,meu maior pesadelo é morrer de uma doença para a qual já existe vacina por ex tétano se eu morresse de tétano eu ia ficar mt puta por isso me vacino!!,
6678,Procura por vacina contra covid cresce 369% no RN https://t.co/f7E40uVppu,
358,"Inclusive, piadas sobre me beneficiar à parte, eu gostaria de ter presenciado um nervosismo do mercado quando o saiu o escândalo do Bolsonaro não comprar vacina NO MEIO DE UMA PANDEMIA QUE MATOu QUASE UM MILHAO DE BRASILEIROS pq não acertou a propina que ele queria por dose.",replied_to
7381,"No peito. O horror de sentir o pulmão se encher do que parece areia. O horror de achar que você vai morrer e só não querrr ver sua mãe chorar. 
Eu peguei covid, mas podia ser muito pior. E agradeço TUDO à vacina.",replied_to
1080,"@ojoaocavalcanti @claudioedantas Ainda isso?
Não, ele não atrasou compra de vacinas, única coisa que ele fez foi não ter comprado vacina com sobrepreço antes da anvisa liberar.

Já os respiradores e hospitais de campanha, esses sim foram desviados verbas, mas isso vocês não ligam, não foi o ""bozo"" que fez...",replied_to
3251,"@Tiagolattari @o_antagonista Vou te dar o benefício da dúvida.
Todas as vezes que o governo Bolsonaro furos o teto foi para assuntos específicos ou seja, vacina e valor determinado para os pobres. Nunca furou para ter uma verba para gastar onde quisesse.",replied_to
15378,"@murilocarneiro @claudioedantas E nos EUA que morreram 1.1 milhão de pessoas, foi por falta ou por ter muita vacina?",replied_to
7828,Eu sempre tenho reação da vacina 😔,
10982,"hoje tomei a quarta vacina do covid e, também, a de gripe e meus braços tão querendo cair (?????)",
14677,"Benditas as 4 doses de vacina que tomei. 
Estou positivada pra Covid,passando mal,mas sem as vacinas acho que não iria aguentar,principalmente sendo fumante.
Então pessoal se cuidem pq a Covid voltou com força.",
927,"@Capyvara @jairmearrependi @LulaOficial O sainte nega a derrota, nega que seja racista, nega que seja homofóbico, nega a ciência, nega a vacina, nega que seja fascista, nega que o nazismo é um movimento de extrema direita, nega o holocausto…",replied_to
15194,"Vc sabia? Ao inferir que a vacina chinesa, agora sino-brasileira, causa morte, invalidez e anomalias, Bolsonaro não só mentiu como cometeu uma penca de crimes 
 https://t.co/D6IQJX2nX7",quoted
5082,"@ignez94550064 @analulista @LulaOficial “Ahh mais teve pandemia, guerra e os krl” verdade… mas a pandemia foi só pra mostrar quem realmente nos governa, o cara não tem o menor apresso pela vida, a questão não é o Bozó ser populista, mas ao mínimo ter demonstrado respeito, quantas pessoas ele matou negando vacina ?",replied_to
15067,A parte ruim de tomar vacina é o braço dolorido,
5936,"Crianças acima de 2 meses poderão atualizar o seu cartão de vacina de rotina. Crianças acima de 3 anos poderão também se imunizar contra a Covid em um dos pontos de imunização

#DiaDeVacinação #VacineAsCrianças #VacinaCobtraGripe #VacinaContraCovid #VacinaContraSarampo #VilaVelha",replied_to
6424,@andressavelino Amg n existe mais enredo nao. Te dizer..comecou com artur aguiar. Kkkkkk comecou com uma noticia “é descoberta vacina para tal coisa” e a resposta : “nunca serao artur aguiar” e a resposta : “gracas a deus” kkk ai foi expandindo pra todos os artistas kkkkkk,replied_to
5550,Eu com a carteirinha de vacinação em dia sendo o orgulho da ciência,replied_to
4585,Eu com dor muscular e indo tomar vacina oh delícia,
5937,"💉VACINAÇÕES 

No próximo sábado (17) acontece o Dia D de Vacinação contra COVID e Multivacinação, com o intuito de colocar em dia a vacinação das crianças, adolescentes e adultos.

📲Saiba mais no link👇
https://t.co/HJk2KePUgd",
5168,"@KowalskiRP Um genio esse cara. Um PHD...

Do mal.

Lutou contra a vacinação etc, formou grupinho com os W, pregaram contra JB e agora são ovacionados por otarios.

Ces tem memoria curta ou so sao burros mesmo?",replied_to
13928,@v1ct0r1444 mulherrrr KKKKKKK toda vacina intramuscular dói do mesmo jeito,replied_to
1815,"👉🏼 A população poderá solicitar abertura de processos de infraestrutura, limpeza urbana, entre outros. 

👉🏼 Os pets da região estão recebendo consultas veterinárias, vacinação antirrábica e testes de triagem para leishmaniose através do Vetmóvel.",replied_to
12798,@mahxella @wesleystamonica @klecio_sa @Jouberth19 Tá morrendo muito mais pela vacina,replied_to
315,"A Dra. Viera Scheibner (Austrália), a maior especialista mundial em lesões causadas por vacinas, descobriu uma conexão entre a vacina tríplice contra difteria, coqueluche e tuberculose",
6648,"Bom dia, objetos causa do desejo!

Estão com a vacinação em dia?",
3387,Fui no posto da vacina na alice,
13658,"@vanessnnavarro Você ainda não entendeu?
O ladrão e assassino vai descer a rampa!
É! Aquele que mandou matar 700 mil pessoas de Covid e queria um dólar de propina por dose de vacina, lembra?",replied_to
14663,"Bom lembrar que foi a turma do centrão que fez toda a farra investigada na CPI da Covid (Covaxin, tentativa de vacina superfaturada, etc.). É inaceitável deixar essa turma continuar no Ministério. https://t.co/mWGYnIIIag",quoted
5539,"@IsraelTCC @DuquesaDetax Pra você o tempo, ainda não existe nada 100% estabelecido em relação as vacinas. Tinha vacina de “DOSE ÚNICA” que o cara já tomou a 5º dose. E VAC de dose única era mais cara pelo valor agregado, imagina a máquina de dinheiro que não é isso? países investigam o efeito colateral",replied_to
7845,"@murilocharao @DuquesaDetax ""Narrativa da pandemia"" vai te tratar, cara. 700 mil mortos e o cara negando vacina. 

Vai tomar no rabo",replied_to
